gene	gc
CLEC11A	0.6065
GPR32	0.493
ACPT	0.54575
MGC45922	0.54425
KLK3	0.51025
KLK2	0.50475
SIGLEC9	0.58025
SIGLEC7	0.541
SIGLEC17P	0.4765
CD33	0.48625
C19orf75	0.3905
IGLON5	0.6315
LOC100129083	0.57775
CEACAM18	0.4235
ZNF175	0.39825
MIR99B	0.61525
MIRLET7E	0.61225
MIR125A	0.60875
LINC00085	0.60825
FPR2	0.44325
FPR2	0.443
FPR3	0.4285
ZNF613	0.47
PPP2R1A	0.53325
ZNF766	0.4915
MIR643	0.421
ZNF480	0.48275
ZNF610	0.49
ZNF610	0.481
ZNF880	0.43175
ZNF528	0.4875
ZNF534	0.466
ZNF578	0.4735
ZNF808	0.5185
ZNF701	0.497
ZNF701	0.5035
ZNF137P	0.45025
ERVV-1	0.4665
ERVV-2	0.4895
VN1R2	0.4185
FAM90A27P	0.51225
ZNF845	0.48775
ZNF525	0.501
ZNF765	0.5085
TPM3P9	0.5015
ZNF761	0.5015
ZNF813	0.50725
ZNF331	0.51425
ZNF331	0.51425
ZNF331	0.51975
ZNF331	0.5135
ZNF331	0.519
ZNF331	0.52225
DPRX	0.4845
MIR512-2	0.49175
MIR512-1	0.49125
MIR512-2	0.5035
MIR512-1	0.503
MIR1323	0.49275
MIR498	0.4625
MIR520E	0.457
MIR515-1	0.468
MIR515-2	0.468
MIR519E	0.462
MIR520F	0.4765
MIR515-1	0.465
MIR515-2	0.465
MIR519C	0.4495
MIR1283-1	0.4505
MIR520A	0.45875
MIR526B	0.44375
MIR519B	0.451
MIR525	0.4525
MIR523	0.44875
MIR518F	0.44975
MIR520B	0.45025
MIR518B	0.46725
MIR526A1	0.46125
MIR520C	0.45125
MIR518C	0.458
MIR524	0.4755
MIR517A	0.469
MIR519D	0.4715
MIR521-2	0.4705
MIR520D	0.466
MIR517B	0.46275
MIR520G	0.47825
MIR516B2	0.45775
MIR526A2	0.4745
MIR518E	0.468
MIR518A1	0.46125
MIR518D	0.46175
MIR516B1	0.466
MIR518A2	0.48475
MIR517C	0.471
MIR520H	0.47725
MIR521-1	0.47275
MIR522	0.45825
MIR519A1	0.46725
MIR527	0.47175
MIR516A1	0.47475
MIR1283-2	0.47675
MIR516A2	0.44575
MIR519A2	0.46125
MIR371A	0.49625
MIR372	0.49425
MIR373	0.50925
MYADM	0.5685
MYADM	0.6295
MYADM	0.65625
MYADM	0.65675
PRKCG	0.5665
CACNG7	0.52825
CACNG8	0.57675
MIR935	0.633
CACNG6	0.6585
NDUFA3	0.54225
PRPF31	0.5465
CNOT3	0.597
TSEN34	0.6465
TSEN34	0.644
RPS9	0.5115
MIR4752	0.529
TTYH1	0.56425
LENG8	0.52825
LAIR2	0.46925
KIR3DX1	0.41325
LILRA2	0.55925
LILRA1	0.5265
LILRB1	0.39175
LILRB1	0.528
LILRB1	0.53
LILRB4	0.5185
LILRP2	0.524
KIR3DL3	0.43725
KIR2DL3	0.482
KIR2DL1	0.4765
LOC100287534	0.42
KIR2DL4	0.45
KIR3DL1	0.478
KIR2DS4	0.484
KIR3DL2	0.4825
FCAR	0.41575
NCR1	0.45725
NLRP2	0.515
NLRP2	0.50775
EPS8L1	0.551
EPS8L1	0.62825
BRSK1	0.59325
SUV420H2	0.6
TMEM190	0.63675
RPL28	0.6205
ZNF628	0.5615
NAT14	0.6785
SSC5D	0.65475
ZNF524	0.58
ZNF865	0.607
ZNF580	0.5845
ZNF580	0.62775
ZNF580	0.63025
ZNF581	0.635
CCDC106	0.5745
U2AF2	0.63175
EPN1	0.5495
EPN1	0.55
RFPL4A	0.421
NLRP4	0.44875
NLRP8	0.4365
NLRP5	0.4525
ZNF444	0.53225
GALP	0.573
ZNF542	0.4675
ZNF542	0.468
LOC386758	0.46175
ZNF583	0.4895
ZNF583	0.49225
ZNF583	0.4925
LOC100128252	0.5585
LOC100128252	0.5485
ZNF471	0.4785
ZFP28	0.533
ZNF470	0.4865
ZNF71	0.50025
LOC147670	0.4925
PEG3-AS1	0.364
MIMT1	0.5555
USP29	0.48925
ZNF264	0.527
AURKC	0.52275
AURKC	0.52125
ZNF805	0.493
ZNF460	0.4945
ZNF543	0.46575
ZNF304	0.4575
TRAPPC2P1	0.50525
ZNF547	0.5045
ZNF548	0.4335
ZNF17	0.481
ZNF749	0.4865
ZNF419	0.4735
ZNF773	0.47175
ZNF549	0.48325
ZIK1	0.53475
ZNF530	0.489
ZNF134	0.4875
ZNF211	0.47125
ZSCAN4	0.4485
ZNF551	0.48025
ZNF776	0.44175
ZNF586	0.527
ZNF587B	0.47075
ZNF587	0.479
LOC100128398	0.52975
ZSCAN1	0.5615
ZNF135	0.56625
ZNF274	0.54775
ZNF544	0.542
ZNF8	0.5185
ZSCAN22	0.52125
A1BG-AS1	0.6055
RPS5	0.57175
LOC646862	0.6205
ZNF584	0.58625
ZNF324B	0.534
ZNF324	0.548
ZNF446	0.58525
TRIM28	0.6125
LOC100131691	0.60625
MGC2752	0.56275
ACP1	0.53275
SNTG2	0.533
TPO	0.4475
TPO	0.49025
LOC730811	0.405
TRAPPC12	0.5295
LOC100506054	0.50225
LOC100506054	0.50225
RPS7	0.48775
COLEC11	0.4525
COLEC11	0.53425
COLEC11	0.56325
ALLC	0.53475
SOX11	0.62775
LOC150622	0.434
LOC400940	0.47475
RSAD2	0.42725
RNF144A	0.5575
LOC100506274	0.387
ID2	0.48725
ASAP2	0.558
CPSF3	0.5455
IAH1	0.5535
TAF1B	0.49175
GRHL1	0.603
KLF11	0.6395
KLF11	0.64475
KLF11	0.646
RRM2	0.56675
RRM2	0.56625
C2orf48	0.55225
HPCAL1	0.62125
HPCAL1	0.64025
HPCAL1	0.52425
HPCAL1	0.52125
HPCAL1	0.52575
ATP6V1C2	0.5625
KCNF1	0.57125
C2orf50	0.566
PQLC3	0.59575
LINC00570	0.46075
GREB1	0.4345
GREB1	0.47625
GREB1	0.4865
LPIN1	0.52775
LPIN1	0.46975
LPIN1	0.56175
TRIB2	0.552
MIR3125	0.49525
FAM84A	0.5185
DDX1	0.499
MYCN	0.5555
VSNL1	0.49975
GEN1	0.477
GEN1	0.469
MSGN1	0.43775
KCNS3	0.58
MIR4757	0.52125
FLJ12334	0.5155
RHOB	0.57125
GDF7	0.639
KLHL29	0.6415
UBXN2A	0.505
MFSD2B	0.5295
FKBP1B	0.548
FAM228B	0.493
FAM228A	0.4585
NCOA1	0.32
CENPO	0.481
CENPO	0.4795
DNAJC27-AS1	0.469
EFR3B	0.57125
RAB10	0.53125
FAM59B	0.65175
FAM59B	0.5575
HADHB	0.4775
EPT1	0.4895
CCDC164	0.49375
C2orf70	0.53175
KCNK3	0.58425
C2orf18	0.53575
CENPA	0.522
CENPA	0.52225
DPYSL5	0.62
DPYSL5	0.6265
DPYSL5	0.64025
MAPRE3	0.52075
TMEM214	0.537
AGBL5	0.571
EMILIN1	0.56425
KHK	0.5955
ABHD1	0.5105
TCF23	0.543
C2orf28	0.54475
C2orf28	0.536
CAD	0.47775
DNAJC5G	0.49225
TRIM54	0.48625
LOC100505624	0.49
SNX17	0.55575
NRBP1	0.5035
KRTCAP3	0.56675
GCKR	0.529
C2orf16	0.42125
ZNF512	0.50575
GPN1	0.4645
GPN1	0.47325
SLC4A1AP	0.4865
MRPL33	0.451
BRE	0.4575
MIR4263	0.391
FOSL2	0.637
PLB1	0.4685
PPP1CB	0.51025
PPP1CB	0.51
SPDYA	0.489
SPDYA	0.3705
WDR43	0.50625
SNORD92	0.41425
SNORD53	0.36925
FAM179A	0.56425
CLIP4	0.5345
YPEL5	0.535
LBH	0.59
LCLAT1	0.46675
LCLAT1	0.4675
EHD3	0.5085
SPAST	0.52175
SLC30A6	0.46075
YIPF4	0.4805
BIRC6	0.53275
MIR558	0.355
TTC27	0.48875
MIR4765	0.4045
LINC00486	0.40525
LINC00486	0.40175
LINC00486	0.40075
LOC100271832	0.48375
LTBP1	0.56
LTBP1	0.42475
RASGRP3	0.3815
RASGRP3	0.4455
RASGRP3	0.3705
CRIM1	0.59625
VIT	0.363
CCDC75	0.45025
LOC100505876	0.49325
C2orf56	0.4615
QPCT	0.49175
FAM82A1	0.46575
FAM82A1	0.355
FAM82A1	0.3995
CYP1B1-AS1	0.44
GALM	0.462
GEMIN6	0.44525
MORN2	0.4705
ARHGEF33	0.4285
LOC728730	0.503
TMEM178A	0.5265
TMEM178A	0.5295
SLC8A1-AS1	0.36675
LOC388942	0.46625
PKDCC	0.63475
EML4	0.4755
MTA3	0.52675
LOC100129726	0.66225
PLEKHH2	0.49325
DYNC2LI1	0.40175
ABCG8	0.51825
PPM1B	0.504
SLC3A1	0.444
CAMKMT	0.463
SIX3	0.5745
PRKCE	0.59
EPAS1	0.604
TMEM247	0.519
RHOQ	0.59875
CRIPT	0.43825
SOCS5	0.53375
SOCS5	0.522
LOC388948	0.52025
LOC100134259	0.5715
TTC7A	0.58375
EPCAM	0.507
MIR559	0.4035
MSH2	0.526
MSH6	0.56575
FOXN2	0.52825
PPP1R21	0.44275
STON1-GTF2A1L	0.52
STON1	0.52675
STON1-GTF2A1L	0.4275
STON1-GTF2A1L	0.41925
GTF2A1L	0.4445
CHAC2	0.42225
ERLEC1	0.47325
ACYP2	0.43825
C2orf73	0.469
SPTBN1	0.57125
RPL23AP32	0.413
SPTBN1	0.49925
EML6	0.5435
RPS27A	0.48
RPS27A	0.47375
RPS27A	0.47
MIR4426	0.459
PRORSD1P	0.4705
CCDC104	0.47775
CCDC85A	0.5715
VRK2	0.46325
VRK2	0.464
FLJ30838	0.34225
PAPOLG	0.4725
REL	0.5085
PEX13	0.44825
KIAA1841	0.49425
KIAA1841	0.50825
C2orf74	0.4475
C2orf74	0.4215
AHSA2	0.56
COMMD1	0.42775
B3GNT2	0.596
MIR5192	0.45575
EHBP1	0.4265
EHBP1	0.488
EHBP1	0.4815
OTX1	0.608
OTX1	0.609
MDH1	0.44575
MDH1	0.44825
UGP2	0.499
UGP2	0.5015
LGALSL	0.54925
AFTPH	0.455
MIR4434	0.45425
LOC339807	0.513
SLC1A4	0.5455
SLC1A4	0.5715
CEP68	0.5345
ACTR2	0.47175
MEIS1	0.49425
ETAA1	0.44025
PNO1	0.46125
PLEK	0.43675
APLF	0.46375
PROKR1	0.541
ARHGAP25	0.4355
ARHGAP25	0.4845
GKN1	0.4075
ANTXR1	0.5085
MIR3126	0.4355
ANXA4	0.52
GMCL1	0.50175
SNRNP27	0.45475
MXD1	0.50225
PCBP1	0.55575
PCYOX1	0.477
VAX2	0.61225
ATP6V1B1	0.527
ANKRD53	0.53275
OR7E91P	0.50025
NAGK	0.491
MPHOSPH10	0.46775
ZNF638	0.4395
DYSF	0.51875
DYSF	0.54675
SPR	0.5185
EMX1	0.66575
NOTO	0.52425
SMYD5	0.5125
CCT7	0.56325
ALMS1	0.477
ALMS1P	0.47925
C2orf78	0.42825
STAMBP	0.45
STAMBP	0.44925
STAMBP	0.448
ACTG2	0.51825
DGUOK	0.438
TET3	0.49625
BOLA3-AS1	0.53875
MTHFD2	0.50175
DCTN1-AS1	0.43125
WDR54	0.495
INO80B	0.454
INO80B-WBP1	0.454
WBP1	0.54275
TTC31	0.57475
LBX2-AS1	0.59125
TLX2	0.63425
HTRA2	0.582
DOK1	0.51975
DOK1	0.61175
SEMA4F	0.5165
HK2	0.48975
POLE4	0.49475
MIR5000	0.425
MRPL19	0.45925
REG3G	0.39525
REG1A	0.40125
CTNNA2	0.48725
LOC1720	0.37375
FUNDC2P2	0.469
DNAH6	0.40725
TMSB10	0.54425
KCMF1	0.583
TCF7L1	0.576
ELMOD3	0.50475
SH2D6	0.5825
MAT2A	0.53925
VAMP8	0.50075
VAMP5	0.53975
RNF181	0.52425
USP39	0.582
USP39	0.53475
USP39	0.506
GNLY	0.526
ATOH8	0.612
LOC284950	0.49725
PTCD3	0.443
SNORD94	0.411
MRPL35	0.47125
KDM3A	0.45425
KDM3A	0.4695
RMND5A	0.55525
ANAPC1P1	0.557
RGPD2	0.55275
RGPD1	0.4015
LINC00152	0.44125
MIR4435-1	0.47425
MIR4435-2	0.4745
PLGLB2	0.39225
PLGLB1	0.39175
SMYD1	0.448
THNSL2	0.52775
THNSL2	0.47825
C2orf51	0.45875
RPIA	0.49025
ANKRD36BP2	0.5475
MIR4436A	0.52075
GGT8P	0.56625
ACTR3BP2	0.37875
TEKT4	0.62525
MAL	0.58
ZNF2	0.4705
PROM2	0.564
KCNIP3	0.57775
KCNIP3	0.65425
FAHD2A	0.52575
TRIM43	0.391
FAHD2CP	0.5295
LOC285033	0.51225
CIAO1	0.5725
ITPRIPL1	0.5
ITPRIPL1	0.50125
ITPRIPL1	0.53125
ITPRIPL1	0.531
NCAPH	0.512
ARID5A	0.573
FER1L5	0.4595
CNNM4	0.54325
MIR3127	0.55475
CNNM3	0.6
ANKRD36	0.50775
LOC100506123	0.38175
COX5B	0.4985
LOC728537	0.455
ZAP70	0.56675
ZAP70	0.6065
VWA3B	0.47075
CNGA3	0.50325
INPP4A	0.4795
UNC50	0.511
C2orf15	0.453
LIPT1	0.465
LIPT1	0.4685
MRPL30	0.44775
EIF5B	0.4995
NMS	0.40175
PDCL3	0.5285
NPAS2	0.6045
RPL31	0.5065
C2orf29	0.49775
MIR5696	0.5165
MAP4K4	0.544
MAP4K4	0.5435
IL1R2	0.47325
IL1R2	0.45625
IL1R1	0.4955
IL1RL2	0.46575
IL1RL1	0.3715
IL1RL1	0.36725
IL18R1	0.3735
IL18RAP	0.39075
MIR4772	0.37425
SLC9A4	0.3875
SLC9A2	0.5205
TMEM182	0.36725
LOC150568	0.3965
POU3F3	0.6735
MRPS9	0.4465
GPR45	0.47725
C2orf49	0.43475
NCK2	0.56225
NCK2	0.44825
C2orf40	0.53775
PLGLA	0.39175
RGPD4	0.5255
SLC5A7	0.45375
SULT1C3	0.38625
SULT1C2	0.459
SULT1C2P1	0.424
SULT1C4	0.432
GCC2	0.45925
LIMS1	0.4975
LIMS1	0.4105
LIMS1	0.405
LIMS1	0.43225
LIMS1	0.4025
LIMS1	0.447
RANBP2	0.49725
CCDC138	0.41175
SH3RF3	0.6065
SOWAHC	0.593
RGPD5	0.45775
RGPD6	0.45775
RGPD5	0.48775
LIMS3	0.44925
LIMS3L	0.44925
LIMS3-LOC440895	0.44925
LOC100288570	0.5515
LOC440895	0.5515
LOC440894	0.585
LOC100507334	0.552
MIR4436B1	0.51825
MIR4436B2	0.51825
ACOXL	0.533
BCL2L11	0.651
MERTK	0.5665
TMEM87B	0.5835
FBLN7	0.58775
ZC3H6	0.48125
TTL	0.5765
POLR1B	0.44825
CHCHD5	0.4895
SLC20A1	0.53325
IL37	0.469
IL37	0.5115
IL36G	0.47075
IL36A	0.4365
IL36RN	0.42575
IL36RN	0.423
IL1F10	0.43375
IL1F10	0.46775
IL1RN	0.4965
IL1RN	0.46825
PSD4	0.55225
LOC654433	0.5905
LOC654433	0.58575
CBWD2	0.41825
FOXD4L1	0.5275
FAM138B	0.486
WASH2P	0.52625
RABL2A	0.5275
ACTR3	0.50525
LOC440900	0.5375
DPP10	0.35675
DPP10	0.36975
DPP10	0.361
DPP10	0.54675
DPP10	0.55
DDX18	0.4115
INSIG2	0.44
MARCO	0.4455
STEAP3	0.601
DBI	0.5205
DBI	0.52275
DBI	0.53075
DBI	0.539
TMEM37	0.575
PCDP1	0.4935
TMEM177	0.4775
PTPN4	0.466
EPB41L5	0.49825
EPB41L5	0.4955
RALB	0.5475
INHBB	0.707
GLI2	0.5275
RNU4ATAC	0.47175
LOC254128	0.4885
LOC254128	0.4835
TSN	0.465
CNTNAP5	0.46475
GYPC	0.49325
PROC	0.5585
MYO7B	0.54075
GPR17	0.57775
SFT2D3	0.55425
UGGT1	0.4415
UGGT1	0.43925
RAB6C	0.44475
CCDC74B-AS1	0.552
MZT2B	0.61175
IMP4	0.5395
PTPN18	0.57875
CFC1B	0.45925
LOC646743	0.54125
TISP43	0.5405
TISP43	0.5405
CYP4F30P	0.5635
GPR148	0.5795
FAM123C	0.5475
FAM123C	0.549
FAM123C	0.55325
ARHGEF4	0.585
PLEKHB2	0.49725
POTEE	0.462
LOC440910	0.511
LOC389043	0.405
RNU6-81	0.62175
TUBA3D	0.52625
LOC150776	0.63075
CCDC74A	0.537
C2orf27A	0.43625
GPR39	0.541
MIR3679	0.43675
MGAT5	0.4385
ACMSD	0.36775
CCNT2	0.4855
RAB3GAP1	0.4735
R3HDM1	0.49275
MIR128-1	0.35275
UBXN4	0.4805
LOC100507600	0.4885
THSD7B	0.397
HNMT	0.4035
SPOPL	0.507
LOC647012	0.389
KYNU	0.3485
ARHGAP15	0.3735
ZEB2-AS1	0.47625
DKFZp686O1327	0.365
PABPC1P2	0.38275
ACVR2A	0.48875
MBD5	0.4675
EPC2	0.527
KIF5C	0.534
LYPD6B	0.53275
LYPD6	0.548
LYPD6	0.546
TNFAIP6	0.36625
MIR4773-1	0.3475
RIF1	0.48475
RIF1	0.48475
RIF1	0.48875
FMNL2	0.5175
ARL6IP6	0.51425
GALNT13	0.533
KCNJ3	0.53825
GPD2	0.52075
GPD2	0.5105
GALNT5	0.43525
UPP2	0.3815
UPP2	0.3985
CCDC148-AS1	0.34325
PKP4	0.538
DAPL1	0.3875
TANC1	0.5185
MARCH7	0.46275
TANK	0.38425
TANK	0.415
PSMD14	0.4215
TBR1	0.53125
SLC4A10	0.39675
GCA	0.42625
SCN2A	0.33775
SCN2A	0.38525
SCN2A	0.372
CSRNP3	0.3355
CSRNP3	0.29
LOC100506134	0.34775
XIRP2	0.3755
XIRP2	0.33675
B3GALT1	0.3735
CERS6	0.5225
MIR4774	0.38925
NOSTRIN	0.4315
NOSTRIN	0.43525
NOSTRIN	0.4345
G6PC2	0.3825
DHRS9	0.38025
DHRS9	0.38225
DHRS9	0.385
DHRS9	0.42175
BBS5	0.49225
KBTBD10	0.3625
PPIG	0.44925
PHOSPHO2	0.46075
PHOSPHO2-KLHL23	0.46075
KLHL23	0.49775
SSB	0.45275
UBR3	0.525
MYO3B	0.42075
SP5	0.65325
LOC100505695	0.49425
GAD1	0.57375
GORASP2	0.49225
GORASP2	0.495
DCAF17	0.4975
CYBRD1	0.5395
CYBRD1	0.539
DYNC1I2	0.43375
HAT1	0.47725
METAP1D	0.4575
DLX1	0.5755
ITGA6	0.52625
PDK1	0.49825
RAPGEF4	0.50175
RAPGEF4	0.4005
ZAK	0.4925
CDCA7	0.4915
LOC285084	0.502
SP9	0.57125
SCRN3	0.41675
HOXD13	0.54625
HOXD12	0.6005
HOXD11	0.64575
HOXD10	0.5345
HOXD9	0.579
HOXD8	0.557
HOXD8	0.5565
MIR10B	0.5355
HOXD4	0.55625
HOXD3	0.53175
HOXD1	0.55375
MTX2	0.44975
HNRNPA3	0.4925
MIR4444-1	0.48975
AGPS	0.44125
RBM45	0.4635
OSBPL6	0.539
OSBPL6	0.37325
MIR548N	0.3925
DFNB59	0.50575
PLEKHA3	0.51125
TTN-AS1	0.4415
TTN-AS1	0.4375
UBE2E3	0.5205
UBE2E3	0.52175
ITGA4	0.5045
SSFA2	0.46975
PPP1R1C	0.381
PPP1R1C	0.34575
DNAJC10	0.454
DUSP19	0.38975
NUP35	0.4125
ZNF804A	0.4685
FSIP2	0.4435
ZC3H15	0.4295
ITGAV	0.4975
ITGAV	0.409
FAM171B	0.46575
GULP1	0.46425
GULP1	0.48625
MIR561	0.311
COL3A1	0.358
MIR1245A	0.34775
MIR3606	0.379
WDR75	0.4235
ASNSD1	0.43275
ANKAR	0.449
PMS1	0.44825
C2orf88	0.3785
C2orf88	0.40975
C2orf88	0.5
C2orf88	0.49325
INPP1	0.483
MFSD6	0.53975
NAB1	0.51475
GLS	0.506
MYO1B	0.506
MYO1B	0.513
NABP1	0.48275
NABP1	0.486
NABP1	0.48625
PCGEM1	0.311
SLC39A10	0.48825
SLC39A10	0.4855
CCDC150	0.45475
COQ10B	0.47525
HSPE1	0.50775
HSPE1-MOB4	0.50775
MOB4	0.46725
MOB4	0.46375
MOB4	0.457
MARS2	0.45575
PLCL1	0.489
SATB2-AS1	0.5225
C2orf69	0.463
C2orf47	0.48875
SPATS2L	0.48375
SPATS2L	0.51725
SPATS2L	0.5285
SGOL2	0.4315
AOX1	0.44
AOX2P	0.47775
BZW1	0.51875
BZW1	0.511
BZW1	0.5075
NIF3L1	0.47
NIF3L1	0.4715
NIF3L1	0.43625
NDUFB3	0.41875
CFLAR	0.49875
CFLAR	0.506
CFLAR	0.45475
CFLAR	0.4695
CASP10	0.434
CASP8	0.42325
CASP8	0.4705
CASP8	0.45375
STRADB	0.52075
CDK15	0.414
CDK15	0.41075
FZD7	0.647
NOP58	0.4915
SNORD70	0.43425
SNORD11B	0.399
SNORD11	0.4
BMPR2	0.555
FAM117B	0.55775
ALS2CR8	0.45125
ALS2CR8	0.44725
NBEAL1	0.478
CYP20A1	0.483
ABI2	0.49525
CD28	0.39575
CTLA4	0.4045
ICOS	0.391
PARD3B	0.51025
NRP2	0.5
EEF1B2	0.489
SNORD51	0.4625
SNORA41	0.44725
ZDBF2	0.47925
ADAM23	0.5275
LOC200726	0.45325
FASTKD2	0.44925
MIR3130-2	0.421
CPO	0.374
CREB1	0.5695
CCNYL1	0.52975
MIR4775	0.39575
LOC100507443	0.42875
IDH1-AS1	0.48925
PIKFYVE	0.4535
PTH2R	0.42975
MAP2	0.48375
MAP2	0.35975
UNC80	0.45025
RPE	0.49025
RPE	0.48875
CPS1	0.40425
CPS1	0.35125
CPS1	0.333
CPS1-IT1	0.3435
MIR4776-1	0.37775
SPAG16	0.41925
VWC2L	0.34725
VWC2L-IT1	0.38525
ATIC	0.48675
TMEM169	0.4715
XRCC5	0.45775
PKI55	0.40775
SMARCAL1	0.45475
SMARCAL1	0.455
RPL37A	0.4565
IGFBP2	0.55525
RUFY4	0.6095
RUFY4	0.565
CXCR2	0.45375
CXCR2	0.47325
ARPC2	0.52025
ARPC2	0.51675
GPBAR1	0.5625
PNKD	0.55425
PNKD	0.55625
C2orf62	0.509
SLC11A1	0.5165
CTDSP1	0.64025
CTDSP1	0.6685
MIR26B	0.62625
VIL1	0.53375
RQCD1	0.48475
PLCD4	0.45975
BCS1L	0.524
STK36	0.49625
TTLL4	0.483
CYP27A1	0.4905
WNT6	0.62225
WNT10A	0.609
CDK5R2	0.612
LINC00608	0.44525
LOC100129175	0.63775
FAM134A	0.57625
ZFAND2B	0.52375
ANKZF1	0.54975
ANKZF1	0.54925
STK16	0.53675
STK16	0.53675
TUBA4B	0.6
DNAJB2	0.542
DES	0.57825
SPEG	0.56625
SPEG	0.59275
GMPPA	0.5885
GMPPA	0.5885
ASIC4	0.62075
TMEM198	0.6005
INHA	0.60825
STK11IP	0.48
SLC4A3	0.60075
CCDC140	0.53525
SGPP2	0.529
MOGAT1	0.49275
ACSL3	0.50325
KCNE4	0.48925
MRPL44	0.40725
NYAP2	0.3725
MIR548AR	0.404
LOC646736	0.36775
RHBDD1	0.45275
COL4A3	0.5005
MFF	0.4355
MIR5703	0.51875
AGFG1	0.51475
CCL20	0.40625
WDR69	0.43925
FBXO36	0.5355
SP140	0.44525
SP140L	0.46925
SP100	0.4665
SP100	0.44725
CAB39	0.57375
CAB39	0.54775
ITM2C	0.5875
LOC151484	0.44775
SPATA3	0.4855
C2orf72	0.57075
PSMD1	0.49275
ARMC9	0.504
MIR4777	0.54775
B3GNT7	0.63875
C2orf57	0.551
PTMA	0.66225
MIR1244-1	0.54025
MIR1244-2	0.54025
MIR1244-3	0.54025
COPS7B	0.49325
DIS3L2	0.53475
ALPP	0.575
ALPPL2	0.5625
ALPI	0.5575
PRSS56	0.58075
CHRND	0.63775
CHRNG	0.56825
EIF4E2	0.48875
EFHD1	0.534
EFHD1	0.56375
GIGYF2	0.512
C2orf82	0.52975
NEU2	0.5165
INPP5D	0.572
ATG16L1	0.476
SCARNA5	0.43
SCARNA6	0.451
SAG	0.48875
DGKD	0.611
DGKD	0.4735
UGT1A8	0.40375
UGT1A10	0.396
UGT1A9	0.39975
UGT1A7	0.4045
UGT1A6	0.44775
UGT1A6	0.462
UGT1A5	0.472
UGT1A4	0.476
UGT1A3	0.4645
UGT1A1	0.44925
TRPM8	0.39025
SPP2	0.4025
SH3BP4	0.58325
AGAP1	0.6305
CXCR7	0.506
COPS8	0.4625
MLPH	0.52225
PRLH	0.54775
LRRFIP1	0.592
LRRFIP1	0.59775
RBM44	0.52725
RAMP1	0.56025
UBE2F	0.5735
UBE2F-SCLY	0.5735
SCLY	0.52925
ESPNL	0.61475
KLHL30	0.60575
LOC643387	0.50675
TRAF3IP1	0.5375
ASB1	0.58925
TWIST2	0.661
MIR4269	0.536
LOC150935	0.5215
GPC1	0.68575
MIR149	0.6665
DUSP28	0.60275
RNPEPL1	0.6735
CAPN10	0.58825
GPR35	0.5865
GPR35	0.6435
AQP12A	0.62825
AGXT	0.528
SNED1	0.66025
PPP1R7	0.58925
ANO7	0.622
SEPT2	0.54825
SEPT2	0.546
FARP2	0.55725
BOK	0.52575
ATG4B	0.5885
ING5	0.6245
D2HGDH	0.61175
GAL3ST2	0.6385
NEU4	0.6435
NEU4	0.62525
CXXC11	0.5995
LOC728323	0.51475
DEFB125	0.369
DEFB126	0.3395
DEFB127	0.36875
DEFB129	0.4025
DEFB132	0.40475
ZCCHC3	0.51625
SOX12	0.63125
NRSN2	0.56425
TRIB3	0.5795
RBCK1	0.56325
FAM110A	0.49725
FAM110A	0.5
FAM110A	0.589
PSMF1	0.4615
PSMF1	0.5085
C20orf202	0.468
RAD21L1	0.55825
SNPH	0.487
LOC100507495	0.49
SIRPA	0.6175
SIRPA	0.63075
SIRPA	0.63
STK35	0.49925
TGM3	0.477
TGM6	0.51
TMC2	0.535
NOP56	0.5165
MIR1292	0.51425
SNORD110	0.56375
SNORA51	0.551
SNORD86	0.52125
SNORD56	0.51075
SNORD57	0.50825
EBF4	0.66125
C20orf141	0.51525
C20orf141	0.5185
TMEM239	0.56375
VPS16	0.5975
PTPRA	0.581
PTPRA	0.57375
PTPRA	0.43225
GNRH2	0.5515
MRPS26	0.609
OXT	0.576
UBOX5-AS1	0.51925
ITPA	0.5275
ITPA	0.5315
ITPA	0.52925
ATRN	0.54125
HSPA12B	0.61675
CDC25B	0.55625
AP5S1	0.5405
MAVS	0.54675
PANK2	0.54675
PANK2	0.54325
PANK2	0.538
MIR103A2	0.3865
SMOX	0.5755
LOC728228	0.46825
PRNP	0.56625
PRNP	0.554
PRND	0.48125
PCNA-AS1	0.462
CDS2	0.52375
LOC643406	0.528
C20orf196	0.459
CHGB	0.43075
MCM8	0.46
CRLS1	0.4385
CRLS1	0.454
BMP2	0.53925
PLCB1	0.5145
PLCB4	0.5375
PLCB4	0.40525
PLCB4	0.376
LAMP5	0.4005
ANKRD5	0.44725
SNAP25	0.5065
C20orf94	0.49175
BTBD3	0.487
BTBD3	0.3805
SPTLC3	0.41475
ISM1	0.60975
NDUFAF5	0.434
MACROD2	0.496
MACROD2	0.36475
SNRPB2	0.42875
OTOR	0.39575
PCSK2	0.473
PCSK2	0.51175
DSTN	0.5505
BANF2	0.4495
BANF2	0.492
C20orf72	0.489
PET117	0.48125
CSRP2BP	0.41575
CSRP2BP	0.43075
ZNF133	0.497
DZANK1-AS1	0.41225
POLR3F	0.46075
MIR3192	0.43525
SEC23B	0.451
SEC23B	0.45025
SEC23B	0.4535
LINC00493	0.43075
DTD1	0.48925
LOC100270804	0.4425
C20orf79	0.43875
SLC24A3	0.599
RIN2	0.451
RIN2	0.45525
NAA20	0.47475
NAA20	0.484
C20orf26	0.41975
C20orf26	0.37175
INSM1	0.6355
PLK1S1	0.4755
XRN2	0.48875
PAX1	0.61175
LOC100270679	0.343
SSTR4	0.60325
