V1	V2	V3	ID	DukeUq	RepeatMaskerFrac
chr4	177189373	177191373	chr4_177189373_177191373	1	0.132
chr4	177240115	177242115	chr4_177240115_177242115	1	0.0605
chr4	177712881	177714881	chr4_177712881_177714881	1	0.1135
chr4	17782135	17784135	chr4_17782135_17784135	0.999	0.132
chr4	17811381	17813381	chr4_17811381_17813381	1	0.234
chr4	17811525	17813525	chr4_17811525_17813525	1	0.162
chr4	178168927	178170927	chr4_178168927_178170927	0.89475	0.3895
chr4	178229990	178231990	chr4_178229990_178231990	0.9975	0.109
chr4	178362657	178364657	chr4_178362657_178364657	0.921292	0.2345
chr4	178648911	178650911	chr4_178648911_178650911	0.895	0.426
chr4	1794039	1796039	chr4_1794039_1796039	1	0.235
chr4	18022483	18024483	chr4_18022483_18024483	0.99975	0.126
chr4	183163582	183165582	chr4_183163582_183165582	0.735458	0.7495
chr4	183837532	183839532	chr4_183837532_183839532	1	0.058
chr4	184019446	184021446	chr4_184019446_184021446	1	0.088
chr4	184240927	184242927	chr4_184240927_184242927	0.93675	0
chr4	184242579	184244579	chr4_184242579_184244579	0.9105	0
chr4	184364744	184366744	chr4_184364744_184366744	1	0
chr4	184425147	184427147	chr4_184425147_184427147	1	0.0265
chr4	184579378	184581378	chr4_184579378_184581378	0.9515	0.0875
chr4	184579420	184581420	chr4_184579420_184581420	0.9515	0.0665
chr4	184825509	184827509	chr4_184825509_184827509	0.9815	0.099
chr4	185138114	185140114	chr4_185138114_185140114	0.973	0.049
chr4	185394734	185396734	chr4_185394734_185396734	1	0.1405
chr4	185569629	185571629	chr4_185569629_185571629	1	0.428
chr4	185569767	185571767	chr4_185569767_185571767	1	0.4955
chr4	185654287	185656287	chr4_185654287_185656287	0.99975	0.311
chr4	1856974	1858974	chr4_1856974_1858974	0.9995	0.099
chr4	185733773	185735773	chr4_185733773_185735773	0.885292	0.2225
chr4	185746972	185748972	chr4_185746972_185748972	1	0.3875
chr4	185939083	185941083	chr4_185939083_185941083	1	0
chr4	186063395	186065395	chr4_186063395_186065395	1	0.0965
chr4	186124155	186126155	chr4_186124155_186126155	0.99025	0.318
chr4	186124391	186126391	chr4_186124391_186126391	0.98575	0.2715
chr4	186299152	186301152	chr4_186299152_186301152	0.996875	0.384
chr4	186316638	186318638	chr4_186316638_186318638	1	0.0685
chr4	186346139	186348139	chr4_186346139_186348139	0.930333	0.4
chr4	186349544	186351544	chr4_186349544_186351544	0.959625	0.298
chr4	186391670	186393670	chr4_186391670_186393670	1	0.3245
chr4	186391913	186393913	chr4_186391913_186393913	0.95625	0.3565
chr4	186455662	186457662	chr4_186455662_186457662	0.986708	0.117
chr4	186876806	186878806	chr4_186876806_186878806	0.903083	0.2345
chr4	186989306	186991306	chr4_186989306_186991306	1	0.025
chr4	187064995	187066995	chr4_187064995_187066995	1	0.1265
chr4	187111626	187113626	chr4_187111626_187113626	1	0
chr4	187111674	187113674	chr4_187111674_187113674	1	0
chr4	187147556	187149556	chr4_187147556_187149556	1	0.4855
chr4	187186099	187188099	chr4_187186099_187188099	0.930042	0.231
chr4	187475464	187477464	chr4_187475464_187477464	1	0.0825
chr4	187475721	187477721	chr4_187475721_187477721	0.921625	0.178
chr4	187644009	187646009	chr4_187644009_187646009	1	0.057
chr4	188915925	188917925	chr4_188915925_188917925	0.837833	0.43
chr4	189025747	189027747	chr4_189025747_189027747	0.847917	0.373
chr4	189059573	189061573	chr4_189059573_189061573	0.902417	0.152
chr4	1893572	1895572	chr4_1893572_1895572	0.821542	0.5685
chr4	190860943	190862943	chr4_190860943_190862943	0.897375	0.229
chr4	190947412	190949412	chr4_190947412_190949412	0.500083	0
chr4	190991087	190993087	chr4_190991087_190993087	0.0168333	0.185
chr4	190994380	190996380	chr4_190994380_190996380	0.00758333	0.18
chr4	190997673	190999673	chr4_190997673_190999673	0.00758333	0.18
chr4	191000979	191002979	chr4_191000979_191002979	0.0282083	0.182
chr4	191004267	191006267	chr4_191004267_191006267	0.00245833	0.18
chr4	191007560	191009560	chr4_191007560_191009560	0.003125	0.18
chr4	191010860	191012860	chr4_191010860_191012860	0.00245833	0.18
chr4	2010837	2012837	chr4_2010837_2012837	0.919667	0.49
chr4	20254187	20256187	chr4_20254187_20256187	1	0
chr4	2042720	2044720	chr4_2042720_2044720	1	0.046
chr4	2060239	2062239	chr4_2060239_2062239	0.995375	0.355
chr4	20701036	20703036	chr4_20701036_20703036	1	0.096
chr4	21949422	21951422	chr4_21949422_21951422	1	0.0915
chr4	2242848	2244848	chr4_2242848_2244848	0.879542	0.226
chr4	2242860	2244860	chr4_2242860_2244860	0.879542	0.226
chr4	22516677	22518677	chr4_22516677_22518677	0.98675	0.2505
chr4	2263021	2265021	chr4_2263021_2265021	0.95425	0.2955
chr4	23890700	23892700	chr4_23890700_23892700	0.995125	0.036
chr4	2419390	2421390	chr4_2419390_2421390	1	0.0805
chr4	2450700	2452700	chr4_2450700_2452700	1	0.104
chr4	24585173	24587173	chr4_24585173_24587173	0.922208	0.281
chr4	24796085	24798085	chr4_24796085_24798085	0.988042	0.1565
chr4	2480580	2482580	chr4_2480580_2482580	0.74625	0.7245
chr4	24913508	24915508	chr4_24913508_24915508	0.9895	0.3245
chr4	25031501	25033501	chr4_25031501_25033501	1	0.2815
chr4	25161064	25163064	chr4_25161064_25163064	0.932792	0.4585
chr4	25234597	25236597	chr4_25234597_25236597	0.988917	0.377
chr4	25313408	25315408	chr4_25313408_25315408	0.966792	0.363
chr4	25377835	25379835	chr4_25377835_25379835	0.945292	0.3045
chr4	25656466	25658466	chr4_25656466_25658466	1	0.105
chr4	25863581	25865581	chr4_25863581_25865581	1	0.226
chr4	25914826	25916826	chr4_25914826_25916826	1	0.289
chr4	2626159	2628159	chr4_2626159_2628159	0.95125	0.364
chr4	26320332	26322332	chr4_26320332_26322332	0.893833	0.2415
chr4	26491084	26493084	chr4_26491084_26493084	0.962208	0.2275
chr4	26584538	26586538	chr4_26584538_26586538	0.989667	0.26
chr4	26861463	26863463	chr4_26861463_26863463	1	0.2
chr4	2757103	2759103	chr4_2757103_2759103	0.920833	0.385
chr4	2818912	2820912	chr4_2818912_2820912	0.9805	0.194
chr4	28403323	28405323	chr4_28403323_28405323	0.982167	0.4395
chr4	2844584	2846584	chr4_2844584_2846584	1	0.117
chr4	2935185	2937185	chr4_2935185_2937185	1	0.2965
chr4	2964112	2966112	chr4_2964112_2966112	1	0.1435
chr4	2964455	2966455	chr4_2964455_2966455	1	0.068
chr4	298110	300110	chr4_298110_300110	0.88175	0.409
chr4	30722045	30724045	chr4_30722045_30724045	1	0.085
chr4	3075408	3077408	chr4_3075408_3077408	0.983417	0.341
chr4	3248203	3250203	chr4_3248203_3250203	1	0.0635
chr4	330624	332624	chr4_330624_332624	0.940458	0.317
chr4	3314874	3316874	chr4_3314874_3316874	0.876667	0.731
chr4	3442614	3444614	chr4_3442614_3444614	1	0.047
chr4	3464038	3466038	chr4_3464038_3466038	1	0.0555
chr4	3510678	3512678	chr4_3510678_3512678	0.71975	0.7795
chr4	3533286	3535286	chr4_3533286_3535286	0.970083	0.205
chr4	3577596	3579596	chr4_3577596_3579596	0.997542	0.0835
chr4	36245131	36247131	chr4_36245131_36247131	0.9505	0.1885
chr4	36284644	36286644	chr4_36284644_36286644	0.995375	0.297
chr4	37244842	37246842	chr4_37244842_37246842	1	0
chr4	37584855	37586855	chr4_37584855_37586855	0.888208	0.211
chr4	3767125	3769125	chr4_3767125_3769125	1	0.291
chr4	37686998	37688998	chr4_37686998_37688998	1	0.0585
chr4	37827255	37829255	chr4_37827255_37829255	0.90225	0.37
chr4	37891708	37893708	chr4_37891708_37893708	0.9985	0.047
chr4	37961056	37963056	chr4_37961056_37963056	0.976625	0.141
chr4	38664817	38666817	chr4_38664817_38666817	1	0.2215
chr4	38665430	38667430	chr4_38665430_38667430	1	0.151
chr4	38783579	38785579	chr4_38783579_38785579	0.959	0.463
chr4	38805412	38807412	chr4_38805412_38807412	1	0
chr4	38857437	38859437	chr4_38857437_38859437	1	0.0825
chr4	38868437	38870437	chr4_38868437_38870437	1	0.226
chr4	39033041	39035041	chr4_39033041_39035041	0.877542	0.4355
chr4	39062852	39064852	chr4_39062852_39064852	1	0.0585
chr4	39183024	39185024	chr4_39183024_39185024	0.935083	0.233
chr4	39366995	39368995	chr4_39366995_39368995	0.941833	0.1915
chr4	39407473	39409473	chr4_39407473_39409473	0.991583	0.311
chr4	39459508	39461508	chr4_39459508_39461508	0.91475	0.1165
chr4	39459620	39461620	chr4_39459620_39461620	0.895875	0.167
chr4	39528238	39530238	chr4_39528238_39530238	1	0
chr4	39639710	39641710	chr4_39639710_39641710	0.928708	0.141
chr4	39698664	39700664	chr4_39698664_39700664	0.968917	0.185
chr4	39978576	39980576	chr4_39978576_39980576	1	0.116
chr4	40057446	40059446	chr4_40057446_40059446	1	0
chr4	40197527	40199527	chr4_40197527_40199527	1	0.1325
chr4	40336346	40338346	chr4_40336346_40338346	1	0.146
chr4	40515775	40517775	chr4_40515775_40517775	0.9185	0.1895
chr4	40750914	40752914	chr4_40750914_40752914	0.925125	0.296
chr4	41215549	41217549	chr4_41215549_41217549	1	0.093
chr4	41257850	41259850	chr4_41257850_41259850	1	0.2135
chr4	41361804	41363804	chr4_41361804_41363804	0.993417	0.149
chr4	41749987	41751987	chr4_41749987_41751987	1	0.026
chr4	41936137	41938137	chr4_41936137_41938137	0.981958	0.354
chr4	41982713	41984713	chr4_41982713_41984713	0.878667	0.496
chr4	41991489	41993489	chr4_41991489_41993489	1	0.1245
chr4	42153895	42155895	chr4_42153895_42155895	1	0.11
chr4	4227616	4229616	chr4_4227616_4229616	0.9005	0.063
chr4	42398856	42400856	chr4_42398856_42400856	1	0
chr4	4248939	4250939	chr4_4248939_4250939	1	0.2075
chr4	42658122	42660122	chr4_42658122_42660122	1	0.0395
chr4	42894284	42896284	chr4_42894284_42896284	1	0.071
chr4	4290896	4292896	chr4_4290896_4292896	0.99925	0.3465
chr4	4290978	4292978	chr4_4290978_4292978	0.99325	0.359
chr4	4348867	4350867	chr4_4348867_4350867	0.7675	0.8965
chr4	44449824	44451824	chr4_44449824_44451824	1	0.0965
chr4	44652658	44654658	chr4_44652658_44654658	1	0.005
chr4	44679446	44681446	chr4_44679446_44681446	0.976458	0.3115
chr4	44727612	44729612	chr4_44727612_44729612	0.996625	0.2225
chr4	4542755	4544755	chr4_4542755_4544755	0.99525	0.2855
chr4	46125098	46127098	chr4_46125098_46127098	0.985875	0.0445
chr4	46476247	46478247	chr4_46476247_46478247	0.99925	0.273
chr4	46910224	46912224	chr4_46910224_46912224	0.826167	0.596
chr4	46995424	46997424	chr4_46995424_46997424	0.980042	0.1535
chr4	47032377	47034377	chr4_47032377_47034377	0.995333	0.071
chr4	47464736	47466736	chr4_47464736_47466736	1	0.2795
chr4	47486305	47488305	chr4_47486305_47488305	0.99475	0.0655
chr4	47838966	47840966	chr4_47838966_47840966	1	0
chr4	47915556	47917556	chr4_47915556_47917556	0.994875	0.2535
chr4	47982552	47984552	chr4_47982552_47984552	0.968	0.1765
chr4	48017791	48019791	chr4_48017791_48019791	0.995	0.1425
chr4	48135273	48137273	chr4_48135273_48137273	0.995333	0.2485
chr4	48270881	48272881	chr4_48270881_48272881	0.955083	0.365
chr4	48342339	48344339	chr4_48342339_48344339	0.998	0.06
chr4	48484360	48486360	chr4_48484360_48486360	1	0.15
chr4	48491269	48493269	chr4_48491269_48493269	1	0.061
chr4	4860393	4862393	chr4_4860393_4862393	1	0.085
chr4	48781316	48783316	chr4_48781316_48783316	1	0.1065
chr4	48832101	48834101	chr4_48832101_48834101	1	0.06
chr4	48907845	48909845	chr4_48907845_48909845	0.916708	0.342
chr4	48987264	48989264	chr4_48987264_48989264	1	0.0275
chr4	491945	493945	chr4_491945_493945	0.883167	0.446
chr4	492019	494019	chr4_492019_494019	0.889625	0.409
chr4	5020199	5022199	chr4_5020199_5022199	0.994667	0.215
chr4	5052169	5054169	chr4_5052169_5054169	1	0.152
chr4	52210	54210	chr4_52210_54210	0.93825	0.4505
chr4	52708229	52710229	chr4_52708229_52710229	1	0.153
chr4	52882786	52884786	chr4_52882786_52884786	1	0.049
chr4	52903648	52905648	chr4_52903648_52905648	1	0.165
chr4	52916497	52918497	chr4_52916497_52918497	1	0.127
chr4	53524502	53526502	chr4_53524502_53526502	1	0.1105
chr4	53616807	53618807	chr4_53616807_53618807	0.950875	0.2085
chr4	53727457	53729457	chr4_53727457_53729457	1	0.044
chr4	54231242	54233242	chr4_54231242_54233242	1	0.159
chr4	54242812	54244812	chr4_54242812_54244812	1	0.078
chr4	54456783	54458783	chr4_54456783_54458783	1	0
chr4	54926213	54928213	chr4_54926213_54928213	1	0.0295
chr4	54929857	54931857	chr4_54929857_54931857	1	0.107
chr4	54965198	54967198	chr4_54965198_54967198	1	0.051
chr4	55094264	55096264	chr4_55094264_55096264	1	0.044
chr4	5525883	5527883	chr4_5525883_5527883	0.991167	0.786
chr4	55523085	55525085	chr4_55523085_55525085	1	0.019
chr4	55990756	55992756	chr4_55990756_55992756	1	0.074
chr4	56211276	56213276	chr4_56211276_56213276	1	0.172
chr4	56261124	56263124	chr4_56261124_56263124	1	0.064
chr4	56375194	56377194	chr4_56375194_56377194	0.905333	0.643
chr4	56457379	56459379	chr4_56457379_56459379	0.883708	0.4165
chr4	56501465	56503465	chr4_56501465_56503465	0.997	0.163
chr4	56718782	56720782	chr4_56718782_56720782	1	0.246
chr4	56814147	56816147	chr4_56814147_56816147	1	0.1705
chr4	5709294	5711294	chr4_5709294_5711294	1	0.118
chr4	5711924	5713924	chr4_5711924_5713924	1	0.2315
chr4	57137570	57139570	chr4_57137570_57139570	0.878167	0.381
chr4	57252666	57254666	chr4_57252666_57254666	0.855	0.3455
chr4	57275682	57277682	chr4_57275682_57277682	0.993917	0.044
chr4	57300781	57302781	chr4_57300781_57302781	0.99375	0
chr4	57301304	57303304	chr4_57301304_57303304	0.9105	0.1625
chr4	57332081	57334081	chr4_57332081_57334081	0.936417	0.369
chr4	57370509	57372509	chr4_57370509_57372509	0.807458	0.409
chr4	57395775	57397775	chr4_57395775_57397775	0.99975	0.3575
chr4	57546872	57548872	chr4_57546872_57548872	1	0
chr4	57686908	57688908	chr4_57686908_57688908	0.939583	0.479
chr4	57773075	57775075	chr4_57773075_57775075	1	0.189
chr4	57842908	57844908	chr4_57842908_57844908	0.787583	0.361
chr4	57843989	57845989	chr4_57843989_57845989	0.769875	0.4135
chr4	57975551	57977551	chr4_57975551_57977551	1	0.0875
chr4	5893785	5895785	chr4_5893785_5895785	1	0.184
chr4	5990545	5992545	chr4_5990545_5992545	1	0
chr4	618395	620395	chr4_618395_620395	1	0.026
chr4	6201282	6203282	chr4_6201282_6203282	1	0.1785
chr4	62066860	62068860	chr4_62066860_62068860	1	0.0795
chr4	6270577	6272577	chr4_6270577_6272577	1	0.0955
chr4	6382597	6384597	chr4_6382597_6384597	0.962292	0.2455
chr4	65274180	65276180	chr4_65274180_65276180	1	0.042
chr4	6575902	6577902	chr4_6575902_6577902	0.957083	0.4855
chr4	6640818	6642818	chr4_6640818_6642818	0.861375	0.3875
chr4	66535061	66537061	chr4_66535061_66537061	1	0.021
chr4	667127	669127	chr4_667127_669127	1	0.0925
chr4	6693189	6695189	chr4_6693189_6695189	0.821875	0.634
chr4	6693796	6695796	chr4_6693796_6695796	0.978208	0.3415
chr4	670711	672711	chr4_670711_672711	1	0.0965
chr4	6710607	6712607	chr4_6710607_6712607	0.99225	0.1045
chr4	6716842	6718842	chr4_6716842_6718842	0.989792	0.573
chr4	6783467	6785467	chr4_6783467_6785467	1	0.303
chr4	682230	684230	chr4_682230_684230	1	0.01
chr4	68410324	68412324	chr4_68410324_68412324	0.986625	0.185
chr4	68423446	68425446	chr4_68423446_68425446	0.981958	0.239
chr4	68565897	68567897	chr4_68565897_68567897	1	0.102
chr4	68619078	68621078	chr4_68619078_68621078	1	0.1005
chr4	68748750	68750750	chr4_68748750_68750750	1	0.0775
chr4	68828858	68830858	chr4_68828858_68830858	0.939167	0.325
chr4	68994598	68996598	chr4_68994598_68996598	1	0.0425
chr4	69082798	69084798	chr4_69082798_69084798	1	0
chr4	6910572	6912572	chr4_6910572_6912572	1	0.266
chr4	69110438	69112438	chr4_69110438_69112438	1	0.211
chr4	69214807	69216807	chr4_69214807_69216807	0.95325	0.155
chr4	69312167	69314167	chr4_69312167_69314167	1	0.1525
chr4	69433245	69435245	chr4_69433245_69435245	0.78875	0.3315
chr4	69535346	69537346	chr4_69535346_69537346	0.791667	0.285
chr4	69680711	69682711	chr4_69680711_69682711	0.791708	0.3155
chr4	69816509	69818509	chr4_69816509_69818509	0.943875	0.033
chr4	698554	700554	chr4_698554_700554	0.89625	0.64
chr4	69961193	69963193	chr4_69961193_69963193	0.953375	0.3235
chr4	70079449	70081449	chr4_70079449_70081449	0.711	0.3045
chr4	70145217	70147217	chr4_70145217_70147217	0.713958	0.3035
chr4	70360626	70362626	chr4_70360626_70362626	0.925667	0.315
chr4	7043728	7045728	chr4_7043728_7045728	1	0.1695
chr4	7044118	7046118	chr4_7044118_7046118	1	0.208
chr4	70504358	70506358	chr4_70504358_70506358	1	0.1045
chr4	70512418	70514418	chr4_70512418_70514418	1	0.166
chr4	70517967	70519967	chr4_70517967_70519967	0.958083	0.3175
chr4	70625430	70627430	chr4_70625430_70627430	0.834125	0.201
chr4	7068924	7070924	chr4_7068924_7070924	1	0.0745
chr4	70724870	70726870	chr4_70724870_70726870	1	0.1455
chr4	70795799	70797799	chr4_70795799_70797799	1	0.0155
chr4	70825725	70827725	chr4_70825725_70827725	0.725833	0.378
chr4	70860647	70862647	chr4_70860647_70862647	0.9985	0.096
chr4	70893172	70895172	chr4_70893172_70895172	0.90975	0.062
chr4	70915155	70917155	chr4_70915155_70917155	0.858375	0.1475
chr4	71018904	71020904	chr4_71018904_71020904	0.984167	0.5435
chr4	71061213	71063213	chr4_71061213_71063213	1	0
chr4	71090788	71092788	chr4_71090788_71092788	1	0.1845
chr4	71107305	71109305	chr4_71107305_71109305	0.91225	0.165
chr4	71199683	71201683	chr4_71199683_71201683	0.8295	0.204
chr4	71225478	71227478	chr4_71225478_71227478	0.9975	0.095
chr4	71247795	71249795	chr4_71247795_71249795	0.9975	0.027
chr4	71262599	71264599	chr4_71262599_71264599	0.996292	0.2775
chr4	71295209	71297209	chr4_71295209_71297209	0.968	0.316
chr4	71383257	71385257	chr4_71383257_71385257	0.979	0.1695
chr4	71456973	71458973	chr4_71456973_71458973	1	0
chr4	71493461	71495461	chr4_71493461_71495461	0.9995	0.034
chr4	71531377	71533377	chr4_71531377_71533377	0.870208	0.2725
chr4	71553196	71555196	chr4_71553196_71555196	0.980708	0.1565
chr4	71586712	71588712	chr4_71586712_71588712	0.895417	0.1655
chr4	71704662	71706662	chr4_71704662_71706662	0.812375	0.3705
chr4	71767095	71769095	chr4_71767095_71769095	0.977708	0.0665
chr4	71858156	71860156	chr4_71858156_71860156	0.988833	0.296
chr4	7193265	7195265	chr4_7193265_7195265	1	0.1605
chr4	72052003	72054003	chr4_72052003_72054003	1	0.042
chr4	72668758	72670758	chr4_72668758_72670758	0.873708	0.547
chr4	72896521	72898521	chr4_72896521_72898521	1	0.1595
chr4	73433516	73435516	chr4_73433516_73435516	1	0.0305
chr4	73934458	73936458	chr4_73934458_73936458	1	0.0645
chr4	74123502	74125502	chr4_74123502_74125502	1	0.176
chr4	74268956	74270956	chr4_74268956_74270956	1	0.037
chr4	74300880	74302880	chr4_74300880_74302880	1	0.221
chr4	74346400	74348400	chr4_74346400_74348400	0.976417	0.408
chr4	7435700	7437700	chr4_7435700_7437700	1	0.073
chr4	74485348	74487348	chr4_74485348_74487348	0.976292	0.17
chr4	74605223	74607223	chr4_74605223_74607223	1	0.235
chr4	74701214	74703214	chr4_74701214_74703214	0.663542	0.4145
chr4	74717906	74719906	chr4_74717906_74719906	0.96025	0.072
chr4	74734121	74736121	chr4_74734121_74736121	0.970667	0
chr4	74846841	74848841	chr4_74846841_74848841	0.933125	0.04
chr4	74852914	74854914	chr4_74852914_74854914	0.9965	0.256
chr4	74863496	74865496	chr4_74863496_74865496	0.98775	0.0185
chr4	74903406	74905406	chr4_74903406_74905406	0.949167	0
chr4	74964010	74966010	chr4_74964010_74966010	0.938167	0.023
chr4	75022829	75024829	chr4_75022829_75024829	1	0.178
chr4	75023085	75025085	chr4_75023085_75025085	1	0.05
chr4	75173190	75175190	chr4_75173190_75175190	1	0.058
chr4	75229860	75231860	chr4_75229860_75231860	1	0.049
chr4	75309851	75311851	chr4_75309851_75311851	0.520667	0.142
chr4	75479629	75481629	chr4_75479629_75481629	0.516583	0.1315
chr4	75718896	75720896	chr4_75718896_75720896	0.998917	0.1335
chr4	75857326	75859326	chr4_75857326_75859326	1	0.2415
chr4	76438683	76440683	chr4_76438683_76440683	1	0.187
chr4	76438895	76440895	chr4_76438895_76440895	1	0.1545
chr4	76480275	76482275	chr4_76480275_76482275	1	0.282
chr4	76554900	76556900	chr4_76554900_76556900	0.91	0.131
chr4	76598153	76600153	chr4_76598153_76600153	0.91575	0.177
chr4	76649004	76651004	chr4_76649004_76651004	1	0.0355
chr4	76822681	76824681	chr4_76822681_76824681	0.897208	0.338
chr4	76861204	76863204	chr4_76861204_76863204	0.930667	0.2845
chr4	76870883	76872883	chr4_76870883_76872883	0.961167	0.094
chr4	76911113	76913113	chr4_76911113_76913113	0.950792	0.151
chr4	76927641	76929641	chr4_76927641_76929641	0.939083	0.292
chr4	76943650	76945650	chr4_76943650_76945650	1	0.23
chr4	76956350	76958350	chr4_76956350_76958350	0.994417	0.0595
chr4	76994863	76996863	chr4_76994863_76996863	1	0.2025
chr4	77068668	77070668	chr4_77068668_77070668	1	0.2695
chr4	77134046	77136046	chr4_77134046_77136046	1	0.093
chr4	77171874	77173874	chr4_77171874_77173874	1	0.2595
chr4	77171894	77173894	chr4_77171894_77173894	1	0.2675
chr4	77226179	77228179	chr4_77226179_77228179	1	0.399
chr4	77327458	77329458	chr4_77327458_77329458	0.953875	0.5295
chr4	77355253	77357253	chr4_77355253_77357253	1	0.0555
chr4	77818002	77820002	chr4_77818002_77820002	1	0.0175
chr4	77869856	77871856	chr4_77869856_77871856	1	0
chr4	77996158	77998158	chr4_77996158_77998158	1	0.0735
chr4	78077304	78079304	chr4_78077304_78079304	1	0.11
chr4	78431907	78433907	chr4_78431907_78433907	0.987333	0.381
chr4	78739544	78741544	chr4_78739544_78741544	0.99675	0.1135
chr4	78782674	78784674	chr4_78782674_78784674	0.984583	0.1675
chr4	78977724	78979724	chr4_78977724_78979724	0.99825	0.0235
chr4	7939728	7941728	chr4_7939728_7941728	1	0.0615
chr4	7940653	7942653	chr4_7940653_7942653	0.893333	0.2725
chr4	79471673	79473673	chr4_79471673_79473673	0.99375	0.4275
chr4	79696532	79698532	chr4_79696532_79698532	1	0.1745
chr4	79859592	79861592	chr4_79859592_79861592	0.990083	0.333
chr4	80246204	80248204	chr4_80246204_80248204	1	0.4065
chr4	80328372	80330372	chr4_80328372_80330372	0.995625	0.4115
chr4	80992717	80994717	chr4_80992717_80994717	1	0
chr4	81105424	81107424	chr4_81105424_81107424	1	0.04
chr4	81186753	81188753	chr4_81186753_81188753	1	0
chr4	81255923	81257923	chr4_81255923_81257923	1	0.0185
chr4	8159436	8161436	chr4_8159436_8161436	1	0.2395
chr4	818986	820986	chr4_818986_820986	0.9795	0.3365
chr4	81951119	81953119	chr4_81951119_81953119	0.993542	0.121
chr4	8200094	8202094	chr4_8200094_8202094	1	0.0665
chr4	82135188	82137188	chr4_82135188_82137188	0.999417	0.04
chr4	82392069	82394069	chr4_82392069_82394069	1	0.1685
chr4	8270492	8272492	chr4_8270492_8272492	1	0.2745
chr4	83294109	83296109	chr4_83294109_83296109	1	0.0895
chr4	83350019	83352019	chr4_83350019_83352019	1	0.0105
chr4	83350715	83352715	chr4_83350715_83352715	1	0.0105
chr4	83482510	83484510	chr4_83482510_83484510	0.898	0.264
chr4	83719010	83721010	chr4_83719010_83721010	1	0.125
chr4	83811419	83813419	chr4_83811419_83813419	0.99275	0.172
chr4	83820905	83822905	chr4_83820905_83822905	0.99975	0.068
chr4	83930982	83932982	chr4_83930982_83932982	1	0.012
chr4	83955243	83957243	chr4_83955243_83957243	0.9065	0.325
chr4	84034868	84036868	chr4_84034868_84036868	0.99975	0.257
chr4	84205067	84207067	chr4_84205067_84207067	0.996125	0.381
chr4	84255306	84257306	chr4_84255306_84257306	0.9805	0.4085
chr4	84376009	84378009	chr4_84376009_84378009	0.995417	0
chr4	84376118	84378118	chr4_84376118_84378118	0.995417	0
chr4	84405334	84407334	chr4_84405334_84407334	0.974167	0.2165
chr4	8441438	8443438	chr4_8441438_8443438	0.966125	0.307
chr4	8441550	8443550	chr4_8441550_8443550	0.9635	0.2985
chr4	84456261	84458261	chr4_84456261_84458261	1	0.0295
chr4	85418603	85420603	chr4_85418603_85420603	1	0.149
chr4	85503132	85505132	chr4_85503132_85505132	1	0.039
chr4	8581293	8583293	chr4_8581293_8583293	0.99875	0.081
chr4	85886544	85888544	chr4_85886544_85888544	1	0.1175
chr4	8593387	8595387	chr4_8593387_8595387	1	0.0435
chr4	86395267	86397267	chr4_86395267_86397267	0.952375	0.279
chr4	87280216	87282216	chr4_87280216_87282216	0.97525	0.0905
chr4	87514468	87516468	chr4_87514468_87516468	1	0.021
chr4	87769416	87771416	chr4_87769416_87771416	1	0
chr4	87854884	87856884	chr4_87854884_87856884	1	0.128
chr4	87855154	87857154	chr4_87855154_87857154	1	0.128
chr4	88140760	88142760	chr4_88140760_88142760	0.907	0.2155
chr4	88243058	88245058	chr4_88243058_88245058	0.951833	0.3345
chr4	88311538	88313538	chr4_88311538_88313538	0.984333	0.1775
chr4	88342734	88344734	chr4_88342734_88344734	0.931125	0.351
chr4	88449655	88451655	chr4_88449655_88451655	1	0.237
chr4	88528681	88530681	chr4_88528681_88530681	1	0
chr4	88570459	88572459	chr4_88570459_88572459	1	0.0975
chr4	88719733	88721733	chr4_88719733_88721733	1	0
chr4	8872543	8874543	chr4_8872543_8874543	1	0.3435
chr4	88741563	88743563	chr4_88741563_88743563	0.838625	0.3855
chr4	88895840	88897840	chr4_88895840_88897840	1	0.105
chr4	88927820	88929820	chr4_88927820_88929820	1	0.113
chr4	89079064	89081064	chr4_89079064_89081064	1	0.0145
chr4	89204888	89206888	chr4_89204888_89206888	1	0.324
chr4	89299015	89301015	chr4_89299015_89301015	0.900792	0.563
chr4	89377268	89379268	chr4_89377268_89379268	0.897958	0.364
chr4	89441940	89443940	chr4_89441940_89443940	0.9765	0.046
chr4	89443964	89445964	chr4_89443964_89445964	0.983	0.3315
chr4	89512574	89514574	chr4_89512574_89514574	1	0.031
chr4	89618386	89620386	chr4_89618386_89620386	0.91	0.501
chr4	89977323	89979323	chr4_89977323_89979323	0.949833	0.1465
chr4	90032968	90034968	chr4_90032968_90034968	1	0.0825
chr4	90228161	90230161	chr4_90228161_90230161	0.96875	0.2665
chr4	90757290	90759290	chr4_90757290_90759290	1	0.0305
chr4	90799683	90801683	chr4_90799683_90801683	1	0.19
chr4	91047736	91049736	chr4_91047736_91049736	0.995042	0.043
chr4	9171135	9173135	chr4_9171135_9173135	0.54875	0.348
chr4	9211383	9213383	chr4_9211383_9213383	0.512875	0.0345
chr4	9216131	9218131	chr4_9216131_9218131	0.0945833	0.036
chr4	9220878	9222878	chr4_9220878_9222878	0.05325	0.1665
chr4	92245457	92247457	chr4_92245457_92247457	0.949708	0.2095
chr4	9225622	9227622	chr4_9225622_9227622	0.094375	0.034
chr4	9235111	9237111	chr4_9235111_9237111	0.0513333	0.1625
